Timestamp	Ah	Voltage (V)	Current (A)	Power (Watt)	Speed (m/s)	Distance (m)	Degree (°)	RPM (Rounds/Minute)	ThO	ThI	AuxA	AuxD	Flgs
13:11:47	2.63	11.22	9.65	108.27	22.84	606.33	25.95	1486.26	0.49	0.31	0.76	0.22	164
13:11:48	2.68	18.09	6.92	125.18	59.12	719.87	29.75	2479.92	0.42	0.94	0.76	0.37	160
13:11:49	1.83	16.43	7.87	129.3	98.83	91.51	28.56	840.41	0.82	0.33	0.71	0.67	184
13:11:50	1.44	15.88	7.68	121.96	21.12	802.24	26.37	3850.13	0.91	0.19	0.96	0.85	66
13:11:51	1.61	19.47	5.51	107.28	77.94	585.28	29.16	1812.22	0.01	0.66	0.71	0.69	19
13:11:52	1.27	18.96	1.16	21.99	61.62	947.3	27.15	1940.94	0.49	0.82	0.46	0.52	140
13:11:53	0.77	11.41	2.96	33.77	56.86	639.75	26.52	4421.74	0.34	0.13	0.99	0.17	211
13:11:54	4.13	19.61	1.81	35.49	94.46	518.2	28.32	2049.28	0.08	0.78	0.58	0.87	119
13:11:55	2.62	10.69	3.01	32.18	7.47	368.75	27.79	1082.88	0.1	0.2	0.9	0.18	122
13:11:56	2.51	16.61	4.7	78.07	65.87	661.59	27.93	1855.65	0.57	0.91	0.47	0.84	87
13:11:57	0.84	19.97	0.61	12.18	6.88	47.14	30.41	246.69	0.28	0.44	0.32	0.02	110
13:11:58	2.46	15.03	3.9	58.62	64.05	171.41	29.39	1856.61	0.19	0.33	0.9	0.46	121
13:11:59	1.53	10.82	1.72	18.61	50.05	139.83	28.44	4906.45	0.18	0.06	0.61	0.71	66
13:12:00	3.35	17.12	1.01	17.29	48.84	563.84	30.34	1543.73	0.97	0.27	0.46	0.01	218
13:12:01	0.97	15.12	1.02	15.42	30.48	617.79	30.53	3412.18	0.14	0.44	0.96	0.07	169
13:12:02	1.37	12.0	3.93	47.16	43.38	352.36	30.93	711.85	0.91	0.98	0.39	0.2	82
13:12:03	4.28	13.15	6.22	81.79	85.56	539.6	27.71	1225.39	0.54	0.94	0.06	1.0	10
13:12:04	4.13	11.28	2.11	23.8	60.17	125.37	25.23	3030.55	0.46	0.8	0.71	0.03	109
13:12:05	2.17	17.24	6.37	109.82	62.52	889.6	31.78	1478.14	0.84	0.33	0.06	0.68	17
13:12:06	0.57	18.15	3.51	63.71	27.88	363.9	26.69	2262.5	0.23	0.74	0.73	0.53	21
13:12:07	2.02	14.93	7.18	107.2	54.32	688.46	25.9	3026.09	0.58	0.27	0.8	0.42	220
13:12:08	4.71	15.0	9.19	137.85	97.9	428.86	26.72	1849.57	0.6	0.39	0.44	0.93	245
13:12:09	4.43	15.4	7.75	119.35	91.94	643.99	29.36	3317.06	0.14	0.91	0.63	0.0	84
13:12:10	4.37	16.29	2.06	33.56	74.04	288.58	26.82	1867.29	0.95	0.54	0.19	0.21	179
13:12:11	2.59	18.98	9.74	184.87	36.65	624.97	28.76	2308.1	0.92	0.5	0.58	0.42	160
13:12:12	1.89	10.6	0.6	6.36	34.53	123.73	30.04	4667.83	0.4	0.44	0.38	0.2	206
13:12:13	1.98	11.23	8.55	96.02	19.04	806.65	30.91	3785.49	0.22	0.47	0.33	0.79	74
13:12:14	4.08	10.93	1.65	18.03	27.66	565.49	26.22	1562.37	0.75	0.08	0.01	0.85	120
13:12:15	2.69	17.44	6.76	117.89	14.56	174.8	27.01	3141.09	0.23	0.57	0.25	0.35	123
13:12:16	0.68	11.29	1.12	12.64	94.35	651.41	30.81	2682.73	0.6	0.44	0.62	0.03	169
13:12:17	2.96	13.7	1.28	17.54	67.47	160.19	30.83	2523.58	0.33	0.41	0.26	0.19	13
13:12:18	3.61	14.06	5.43	76.35	25.6	87.97	27.91	2679.67	0.84	0.92	0.09	0.28	86
13:12:19	0.38	12.33	7.72	95.19	43.98	327.85	30.61	2583.0	0.4	0.86	0.96	0.49	58
13:12:20	2.87	17.52	9.19	161.01	52.92	528.53	26.12	3474.27	0.42	0.38	0.95	0.2	151
13:12:21	2.84	13.12	9.77	128.18	31.23	252.33	28.49	2945.49	0.85	0.93	0.75	0.49	141
13:12:22	3.46	19.43	1.3	25.26	30.83	373.94	28.44	937.72	0.04	0.41	0.15	0.49	237
13:12:23	0.15	16.08	6.72	108.06	2.15	633.41	26.75	3942.22	0.84	0.62	0.08	0.37	205
13:12:24	3.62	19.43	7.86	152.72	87.86	928.86	29.6	167.53	0.29	0.5	0.23	0.77	46
13:12:25	2.94	16.18	7.03	113.75	80.72	828.12	27.43	4246.39	0.92	0.07	0.78	0.1	168
13:12:26	2.44	18.98	6.17	117.11	36.7	706.7	29.77	4513.15	0.21	0.31	0.28	0.64	12
13:12:27	1.46	11.83	8.58	101.5	92.83	178.82	26.95	3099.5	0.88	0.45	0.9	0.3	239
13:12:28	1.67	17.37	8.0	138.96	40.09	781.45	28.65	1250.03	0.55	0.98	0.09	0.76	163
13:12:29	1.16	18.25	6.87	125.38	32.88	887.96	27.18	3114.62	0.03	0.71	0.58	0.12	29
13:12:30	2.79	19.29	1.71	32.99	64.36	936.58	31.03	1505.27	0.56	0.52	0.29	0.13	131
13:12:31	2.98	17.29	3.45	59.65	72.68	388.71	28.91	9.02	0.8	0.41	0.48	0.62	230
13:12:32	0.77	19.38	3.86	74.81	24.97	346.41	29.01	2643.64	0.83	0.91	0.36	0.47	230
13:12:33	3.91	12.5	0.55	6.88	6.33	801.62	29.07	2205.06	0.28	0.82	0.98	0.8	0
13:12:34	4.5	15.27	5.44	83.07	1.91	305.78	28.86	127.52	0.72	0.2	0.4	0.48	9
13:12:35	1.01	10.11	2.45	24.77	79.52	704.89	31.97	1140.27	0.54	0.34	0.92	0.14	41
13:12:36	2.74	10.39	8.82	91.64	95.52	46.14	27.31	1944.89	0.02	0.59	0.84	0.53	125
13:12:38	0.52	18.52	7.48	138.53	11.74	397.06	26.12	1341.44	0.27	0.32	0.33	0.73	19
13:12:39	1.97	18.6	7.57	140.8	82.42	173.38	31.96	384.91	0.98	0.59	0.06	0.97	189
13:12:40	1.08	11.43	1.67	19.09	55.21	490.61	25.52	870.5	0.28	0.42	0.45	0.05	118
13:12:41	2.68	18.95	2.94	55.71	30.26	429.34	29.77	1731.96	0.56	0.82	0.09	0.77	13
13:12:42	2.96	18.09	1.5	27.13	3.38	439.77	30.61	126.85	0.82	0.77	0.91	0.91	224
13:12:43	1.67	18.1	9.41	170.32	99.36	948.63	29.61	966.13	0.13	0.47	0.48	0.67	225
13:12:44	3.76	11.97	4.61	55.18	95.41	657.41	28.34	3822.27	0.24	0.4	0.8	0.44	255
13:12:45	1.03	15.68	8.63	135.32	48.49	227.99	28.76	1002.17	0.14	0.18	0.63	0.66	62
13:12:46	3.35	13.49	8.48	114.4	61.77	9.55	31.69	3722.47	0.19	0.72	0.41	0.9	78
13:12:47	4.22	19.44	3.07	59.68	44.26	184.56	28.76	1345.55	0.78	0.55	0.83	0.3	202
13:12:48	0.22	13.0	7.46	96.98	70.47	693.85	28.31	4940.09	0.57	0.02	0.22	0.19	89
13:12:49	4.8	15.85	8.69	137.74	16.62	812.35	30.85	1233.19	0.43	0.55	0.15	0.12	184
13:12:50	0.82	19.88	7.68	152.68	92.96	370.25	29.19	2224.63	0.63	0.53	0.94	0.36	116
13:12:51	3.46	17.58	8.94	157.17	82.07	10.4	29.65	1810.59	0.6	0.5	0.58	0.36	46
13:12:52	4.62	13.58	3.39	46.04	75.81	215.98	27.62	2717.68	0.32	0.74	0.4	0.38	239
13:12:53	3.7	10.09	4.64	46.82	61.79	433.57	31.5	2887.83	0.53	0.62	0.58	0.46	240
13:12:54	4.49	19.35	3.01	58.24	47.91	134.83	28.6	3473.85	0.64	0.06	0.87	0.79	201
13:12:55	3.55	18.54	3.44	63.78	25.93	30.1	25.84	3518.3	0.52	0.2	0.71	0.33	22
13:12:56	0.45	14.51	7.07	102.59	98.77	600.95	25.65	2670.18	0.57	0.94	0.11	0.6	125
13:12:57	2.58	17.24	8.63	148.78	22.92	750.9	31.45	3022.44	0.19	0.42	0.87	0.35	67
13:12:58	3.05	18.63	8.05	149.97	80.93	251.37	26.13	1031.53	0.35	0.2	0.3	0.23	209
13:12:59	4.27	11.84	5.83	69.03	13.98	718.0	26.14	1420.03	0.55	0.13	0.88	0.52	40
13:13:00	4.69	16.65	1.72	28.64	41.86	326.76	26.18	3006.83	0.46	0.89	0.15	0.95	216
13:13:01	0.32	19.67	5.19	102.09	21.16	794.41	30.77	1097.09	0.23	0.81	0.12	0.13	53
13:13:02	0.23	13.38	4.73	63.29	51.11	728.11	25.69	2240.92	0.61	0.75	0.12	0.32	215
13:13:03	1.5	14.44	7.45	107.58	13.91	903.73	30.61	4197.08	0.49	0.67	0.09	0.5	54
13:13:04	3.52	17.65	0.69	12.18	99.69	941.01	29.2	3024.17	0.08	0.47	0.34	0.31	9
13:13:05	1.08	16.23	7.66	124.32	0.43	620.08	30.39	4877.88	0.66	0.78	0.57	0.82	180
13:13:06	1.98	10.51	5.0	52.55	5.15	368.72	27.47	3998.06	0.25	0.92	0.34	0.65	48
13:13:07	1.57	18.1	9.12	165.07	42.32	392.77	28.37	928.3	0.31	0.91	0.87	0.23	186
13:13:08	2.47	11.22	3.83	42.97	51.81	269.8	29.33	1527.89	0.75	0.43	0.43	0.48	123
13:13:09	0.57	18.66	2.27	42.36	76.47	464.53	29.84	1762.96	0.9	0.42	0.56	0.32	108
13:13:10	4.94	15.87	9.92	157.43	77.86	709.1	27.18	677.96	0.64	0.66	0.12	0.55	170
13:13:11	3.12	17.72	5.32	94.27	74.87	526.99	25.99	2411.03	0.5	0.42	0.78	0.15	216
13:13:12	1.25	16.81	9.13	153.48	83.98	266.83	25.31	1467.34	0.3	0.7	0.92	0.37	165
13:13:13	4.59	16.15	3.12	50.39	89.04	609.01	30.04	4997.04	0.57	0.58	0.44	0.66	189
13:13:14	2.8	13.23	8.25	109.15	86.22	688.91	29.5	4682.86	0.07	0.21	0.27	0.19	21
13:13:15	2.77	16.26	1.88	30.57	3.43	255.95	26.79	1795.96	0.84	0.1	0.9	0.96	115
13:13:16	4.8	15.61	4.35	67.9	80.08	766.11	31.97	1311.66	0.71	0.2	0.34	0.52	139
13:13:17	4.89	19.26	6.44	124.03	28.82	479.19	28.58	1341.98	0.17	0.85	0.79	0.8	80
13:13:18	0.66	16.23	6.16	99.98	93.02	129.57	30.78	4237.71	0.18	0.77	0.39	0.57	135
13:13:19	0.41	19.25	4.57	87.97	0.97	683.0	26.57	4290.57	0.23	1.0	0.39	0.76	33
13:13:20	1.36	15.93	9.05	144.17	69.32	845.02	27.32	2884.35	0.02	0.98	0.64	0.93	209
13:13:21	0.69	19.18	5.74	110.09	84.34	856.56	28.25	1.98	0.01	0.08	0.74	0.62	57
13:13:22	2.17	16.8	3.57	59.98	54.75	793.29	25.75	50.28	0.53	0.54	0.89	0.14	15
13:13:23	3.01	15.52	0.73	11.33	38.47	163.23	26.35	4366.22	0.16	0.09	0.36	0.59	186
13:13:24	2.57	12.04	4.43	53.34	88.67	814.1	31.98	2040.94	0.9	0.41	0.96	0.93	176
13:13:25	3.92	19.04	3.56	67.78	77.33	718.01	28.78	2520.01	0.5	0.99	0.02	0.81	192
13:13:26	3.28	19.54	1.76	34.39	91.87	718.56	30.45	3217.09	0.77	0.52	0.96	0.75	184
13:13:27	4.12	19.27	3.31	63.78	28.61	88.52	30.8	1395.34	0.09	0.35	0.41	0.62	165
13:13:28	2.16	12.87	2.89	37.19	25.02	565.74	29.28	1433.64	0.18	0.16	0.78	0.49	191
13:13:29	3.68	14.42	0.88	12.69	0.6	546.6	30.56	2724.97	0.84	0.02	0.51	0.64	63
13:13:30	4.9	14.72	1.84	27.08	63.1	553.66	28.44	1728.34	0.71	0.63	0.68	0.89	186
13:13:31	2.83	12.91	1.13	14.59	41.43	334.88	26.66	4691.07	0.4	0.78	0.29	0.06	119
13:13:32	3.67	16.38	4.52	74.04	38.54	675.72	28.5	2694.09	0.24	0.77	0.48	0.25	145
13:13:33	1.67	14.11	3.98	56.16	29.87	427.49	25.33	2697.2	0.63	0.66	0.56	0.73	55
13:13:34	5.0	15.26	4.6	70.2	36.91	199.55	29.99	737.58	0.97	0.14	0.49	0.77	54
13:13:35	2.5	16.8	1.27	21.34	85.45	873.95	28.27	2967.3	0.65	0.32	0.09	0.3	248
13:13:36	4.56	16.97	1.83	31.06	97.82	186.93	26.92	4223.84	0.97	0.35	0.19	0.6	203
13:13:37	3.6	13.6	1.02	13.87	40.47	702.11	29.79	2321.47	0.94	0.52	0.56	0.63	101
13:13:38	2.89	12.76	7.71	98.38	65.94	26.98	25.13	4938.17	0.15	0.94	0.54	0.65	182
13:13:39	2.81	13.97	7.72	107.85	49.7	546.56	31.71	3748.8	0.51	0.72	0.58	0.05	179
13:13:40	0.67	16.55	1.14	18.87	90.77	459.91	28.62	3070.52	0.71	0.87	0.17	0.83	24
13:13:41	4.17	12.87	4.48	57.66	1.09	622.18	25.09	4968.81	0.28	0.09	0.66	0.05	249
13:13:42	0.67	15.24	4.91	74.83	66.01	51.48	30.42	144.65	0.14	0.63	0.67	0.57	174
13:13:43	0.56	14.43	0.64	9.24	8.21	40.77	29.71	2365.72	0.97	0.11	0.14	0.72	43
13:13:44	3.67	13.64	1.85	25.23	98.89	486.47	31.49	2532.86	0.49	0.3	0.63	0.17	215
13:13:45	2.73	13.33	8.07	107.57	77.28	444.72	28.25	3.72	0.68	0.71	0.42	0.26	74
13:13:46	1.16	13.66	6.02	82.23	21.03	433.12	31.76	1989.91	0.71	0.18	0.16	0.22	189
13:13:47	2.24	15.0	7.51	112.65	34.74	676.13	26.03	3409.09	0.26	0.81	0.52	0.68	51
13:13:48	2.29	14.86	4.55	67.61	84.48	14.69	26.81	4769.96	0.78	0.24	0.88	0.89	219
13:13:49	3.91	19.94	9.45	188.43	4.15	543.0	26.2	2879.6	0.23	0.68	0.84	0.2	98
13:13:50	1.37	17.12	6.14	105.12	83.45	471.81	31.12	4946.36	0.24	0.05	0.93	0.59	141
13:13:51	1.51	12.8	8.51	108.93	59.36	936.75	31.38	1644.34	0.02	0.17	0.07	0.04	52
13:13:52	1.33	17.44	1.27	22.15	86.59	940.96	31.49	1844.96	0.32	0.67	0.33	0.11	122
13:13:53	2.44	17.65	6.38	112.61	54.99	650.62	28.66	4613.16	0.12	0.58	0.23	0.67	196
13:13:54	3.4	15.85	6.6	104.61	57.05	396.21	31.9	1636.65	0.37	0.33	0.71	0.11	2
13:13:55	3.92	18.51	5.45	100.88	51.79	23.99	28.21	1024.85	0.64	0.56	0.04	0.74	4
13:13:56	3.71	15.82	4.67	73.88	85.46	816.29	28.52	3153.68	0.9	0.79	0.4	0.54	181
13:13:57	2.85	19.04	8.43	160.51	31.4	890.89	27.07	2794.22	0.92	0.45	0.61	0.53	212
13:13:58	0.46	11.5	4.21	48.41	2.08	276.04	28.01	3205.49	0.22	0.61	0.4	0.97	178
13:13:59	1.46	14.02	6.55	91.83	31.68	636.4	27.49	3054.12	0.0	0.74	0.49	0.24	181
13:14:00	3.79	17.46	0.85	14.84	36.47	248.44	25.32	121.05	0.51	0.51	0.8	0.26	122
13:14:01	4.94	15.94	9.69	154.46	68.61	596.85	28.0	1560.08	0.86	0.74	0.92	0.91	169
13:14:02	1.88	16.67	2.15	35.84	22.16	694.55	25.56	2188.8	0.76	0.78	0.42	0.32	199
13:14:03	3.17	11.73	0.63	7.39	77.98	336.38	26.25	3756.02	0.58	0.07	0.68	0.48	170
13:14:04	2.14	17.8	8.79	156.46	53.3	356.81	26.31	2020.88	0.81	0.43	0.96	0.66	252
13:14:05	2.08	19.28	4.04	77.89	51.42	824.08	31.2	3692.64	0.7	0.55	0.09	0.47	3
13:14:06	3.44	11.56	5.68	65.66	5.93	420.45	30.34	1443.03	0.92	0.72	0.69	0.65	188
13:14:07	4.6	13.14	7.27	95.53	58.57	885.05	28.75	3260.0	0.62	0.15	0.65	0.77	54
13:14:08	2.1	10.19	5.22	53.19	62.55	744.8	28.42	27.99	0.84	0.33	0.76	0.28	180
13:14:09	2.8	14.85	5.07	75.29	33.22	242.15	28.54	1623.39	0.76	0.64	0.89	0.83	129
13:14:10	1.05	19.23	0.54	10.38	40.48	417.82	25.91	1897.39	0.11	0.23	0.13	0.84	165
13:14:12	4.13	15.12	3.41	51.56	17.86	664.05	30.64	4921.98	0.56	0.32	0.44	0.6	180
13:14:13	0.56	18.32	9.18	168.18	71.97	116.88	25.12	3467.08	0.64	0.04	0.85	0.46	89
13:14:14	1.83	16.81	9.9	166.42	37.5	720.53	25.0	648.62	0.84	0.49	0.52	0.27	204
13:14:15	3.77	13.62	6.36	86.62	11.23	271.62	26.9	4308.13	0.49	0.63	0.86	0.81	72
13:14:16	1.23	19.45	9.54	185.55	15.86	663.39	30.05	3715.14	0.92	0.63	0.74	0.8	186
13:14:17	2.97	16.95	7.6	128.82	95.05	513.21	25.75	587.7	0.72	0.85	0.93	0.54	44
13:14:18	0.56	11.85	8.64	102.38	45.7	961.96	26.15	3889.26	0.21	0.02	0.09	0.62	225
13:14:23	2.19	11.98	6.29	75.35	97.88	345.12	27.53	2815.09	0.35	0.74	0.18	0.37	130
13:14:24	2.64	14.88	1.82	27.08	3.51	412.12	30.84	421.76	0.63	0.32	0.24	0.36	227
13:14:25	4.13	13.83	5.19	71.78	49.78	782.56	29.84	1631.64	0.09	0.89	0.62	0.71	234
13:14:26	0.98	15.08	2.27	34.23	4.29	20.12	27.06	4250.79	0.19	0.04	0.98	0.63	73
13:14:27	1.35	13.82	4.3	59.43	78.86	102.14	30.81	1030.82	0.39	0.66	0.28	0.54	161
13:14:28	1.01	11.78	4.49	52.89	41.45	657.03	25.85	173.15	0.87	0.46	0.4	0.64	125
13:14:29	2.76	16.66	2.14	35.65	94.5	68.14	26.62	2223.82	0.04	0.71	0.39	0.11	220
13:14:30	4.88	17.23	2.55	43.94	57.74	521.79	29.45	4729.76	0.23	0.64	0.1	0.92	140
13:14:31	2.63	14.93	9.2	137.36	29.23	912.94	28.43	4381.51	0.15	0.24	0.87	0.01	45
13:14:32	2.82	19.58	3.56	69.7	61.28	259.0	29.45	3837.59	0.98	0.3	0.39	0.38	241
13:14:33	2.68	16.48	6.31	103.99	25.92	667.38	27.28	2136.53	0.06	0.19	0.92	0.62	11
13:14:34	2.58	10.54	7.87	82.95	81.4	139.97	28.31	4213.49	0.42	0.95	0.32	0.95	123
13:14:35	2.51	12.28	4.05	49.73	24.18	71.87	29.87	50.78	0.28	0.65	0.79	0.63	115
13:14:36	1.27	17.84	2.09	37.29	9.81	478.99	29.25	1920.78	0.3	0.95	0.96	0.93	89
13:14:37	2.59	10.67	6.38	68.07	92.49	238.2	29.62	2849.32	0.87	0.89	0.48	0.99	25
13:14:38	2.54	16.97	1.06	17.99	77.47	617.31	26.09	1795.18	0.44	0.7	0.1	0.94	129
13:14:39	2.69	15.21	9.94	151.19	1.65	822.7	25.51	2120.35	0.73	0.77	0.2	0.32	213
13:14:40	0.53	13.45	3.75	50.44	77.11	638.16	30.19	713.71	0.83	0.25	0.85	0.21	56
13:14:41	3.21	18.72	8.06	150.88	68.71	743.68	25.26	2656.51	0.16	0.2	0.86	0.07	189
13:14:42	4.15	18.42	5.27	97.07	38.68	808.09	28.88	2685.62	0.54	0.4	0.41	0.13	46
13:14:43	3.23	19.78	9.36	185.14	8.25	113.32	26.65	2452.72	0.43	0.74	0.39	0.95	84
13:14:44	0.62	10.61	3.22	34.16	66.7	787.51	28.15	287.29	0.91	0.41	0.58	0.36	5
13:14:45	4.81	12.14	3.48	42.25	67.52	113.3	31.62	758.42	0.86	0.3	0.45	0.13	229
13:14:46	3.35	15.88	5.24	83.21	62.36	791.58	31.9	4109.13	0.85	0.2	0.97	0.35	224
13:14:47	3.31	12.64	8.1	102.38	31.43	396.43	28.63	3911.28	0.82	0.29	0.67	0.9	161
13:14:48	4.97	14.06	0.54	7.59	75.65	934.97	25.89	949.92	0.4	0.89	0.81	0.75	27
13:14:49	2.96	16.97	3.04	51.59	13.5	36.41	30.97	2198.96	0.63	0.9	0.58	0.9	225
13:14:50	3.05	15.62	0.79	12.34	44.56	416.49	29.98	4936.75	0.92	0.31	0.67	0.8	8
13:14:51	0.36	17.93	8.44	151.33	21.58	132.37	26.52	2776.44	0.33	0.27	0.82	0.32	30
13:14:52	2.98	18.23	4.21	76.75	31.99	82.89	29.81	1322.53	0.41	0.97	0.63	0.2	237
13:14:53	0.8	15.53	4.65	72.21	62.15	591.7	27.39	453.97	0.25	0.57	0.09	0.56	140
13:14:54	2.37	16.35	1.5	24.53	32.14	588.87	27.92	1185.42	0.41	0.02	0.11	0.43	134
13:14:55	4.05	10.6	4.37	46.32	56.13	426.55	26.24	4894.14	0.02	0.51	0.33	0.78	183
13:14:56	0.46	16.55	1.76	29.13	41.09	353.5	28.86	2301.04	0.24	0.66	0.1	0.6	228
13:14:57	0.8	10.9	1.77	19.29	41.82	358.99	30.4	2919.69	0.81	0.16	0.23	0.95	20
13:14:58	0.91	18.13	1.3	23.57	96.68	556.56	31.7	1831.42	0.8	0.38	0.43	0.22	98
13:14:59	4.27	15.66	6.42	100.54	25.28	985.58	25.72	1262.08	0.33	0.87	0.18	0.93	23
13:15:00	0.57	13.43	3.3	44.32	11.26	76.88	28.17	2632.63	0.89	0.66	0.01	0.88	105
13:15:02	2.96	11.09	9.79	108.57	27.9	959.82	27.67	3706.76	0.55	0.91	0.43	0.28	244
13:15:03	1.0	19.39	9.0	174.51	43.34	495.92	27.18	535.87	0.62	0.15	0.96	0.62	143
13:15:04	0.73	16.96	6.03	102.27	23.77	582.1	31.33	2095.64	0.56	0.5	0.83	0.65	182
13:15:05	1.98	11.64	1.0	11.64	39.86	947.49	25.88	1092.05	0.16	0.77	0.62	0.95	104
13:15:06	3.36	14.89	7.44	110.78	98.5	352.82	26.63	2667.55	0.94	0.14	0.54	0.0	131
13:15:07	0.7	11.16	5.9	65.84	37.81	793.31	28.14	2431.83	0.97	0.91	0.29	0.49	239
13:15:08	4.38	14.22	9.9	140.78	8.99	61.88	31.0	4698.73	0.97	0.12	0.18	0.5	99
13:15:09	0.69	11.06	6.53	72.22	53.28	571.58	26.56	1751.69	0.79	0.03	0.52	0.47	247
13:15:10	0.3	12.53	2.57	32.2	63.58	261.44	25.8	3242.4	0.65	0.15	0.19	0.61	120
13:15:11	4.43	17.68	1.68	29.7	60.81	959.72	28.88	947.71	0.66	0.34	0.19	0.79	178
13:15:12	0.98	10.44	2.56	26.73	5.57	738.79	30.26	2746.43	0.79	0.47	0.62	0.15	195
13:15:13	4.52	16.11	6.3	101.49	29.7	198.98	26.68	1897.29	0.88	0.68	0.27	0.65	248
13:15:14	1.49	16.51	6.56	108.31	59.27	403.86	29.17	964.88	0.35	0.73	0.92	0.02	88
13:15:15	3.04	18.77	5.48	102.86	94.94	243.71	29.75	986.97	0.36	0.42	0.23	0.74	21
13:15:16	1.09	12.73	5.29	67.34	32.12	40.2	29.29	1126.09	0.46	0.57	0.43	0.11	35
13:15:17	3.1	11.91	6.39	76.1	69.77	63.94	30.51	4870.58	0.54	0.05	0.29	0.74	40
13:15:18	4.99	12.03	8.0	96.24	44.35	317.7	29.86	3565.43	0.08	0.2	0.12	0.28	187
13:15:19	4.84	15.17	9.97	151.24	36.99	440.08	31.3	2362.89	0.3	0.47	0.61	0.66	213
13:15:20	4.34	17.45	1.56	27.22	13.5	6.51	30.62	1201.95	0.69	0.64	0.26	0.43	115
13:15:21	3.69	10.35	8.23	85.18	85.5	749.06	25.82	2671.62	0.03	0.74	0.62	0.12	200
13:15:22	2.78	16.62	3.68	61.16	86.66	548.27	31.12	3261.68	0.48	0.42	0.82	0.38	59
13:15:23	0.11	16.31	1.54	25.12	37.18	629.99	25.63	3726.76	0.12	0.92	0.88	0.61	172
13:15:24	1.14	19.97	8.1	161.76	6.0	948.77	26.23	3821.04	0.0	0.83	0.68	0.04	201
13:15:25	2.2	11.21	8.19	91.81	92.48	567.23	29.78	3379.77	0.11	0.49	0.42	0.22	235
13:15:26	2.05	14.03	4.78	67.06	29.36	694.52	29.89	3191.32	0.88	0.61	0.89	0.21	149
13:15:27	3.46	11.58	9.05	104.8	40.16	386.3	26.41	3890.11	0.24	0.69	0.59	0.28	141
13:15:28	1.29	10.67	7.01	74.8	38.66	459.1	29.1	4086.65	0.42	0.79	0.11	0.85	164
13:15:29	0.66	18.42	3.85	70.92	49.86	716.95	28.92	2942.56	0.22	0.8	0.14	0.46	55
13:15:30	1.45	11.66	9.89	115.32	46.25	594.33	27.0	3690.47	0.48	0.84	0.49	0.95	161
13:15:31	1.92	12.52	2.71	33.93	82.23	303.82	26.52	393.35	0.72	0.02	0.02	0.36	183
13:15:32	1.02	18.54	6.1	113.09	97.57	565.64	31.13	157.38	0.83	0.1	0.25	0.16	237
13:15:33	2.56	14.25	8.65	123.26	97.58	598.44	31.08	1121.85	0.65	0.23	0.48	0.43	165
13:15:34	1.92	10.47	4.52	47.32	57.73	819.79	31.02	1354.35	0.24	0.57	1.0	0.14	141
13:15:35	0.51	12.42	1.39	17.26	72.86	241.97	28.4	3788.06	0.4	1.0	0.28	0.11	235
13:15:36	3.96	14.64	8.62	126.2	58.35	619.74	30.89	4719.04	0.97	0.76	0.87	0.88	110
13:15:37	0.89	19.15	8.84	169.29	50.13	981.8	30.58	3543.79	0.01	0.13	0.13	0.82	232
13:15:38	0.15	19.22	8.42	161.83	53.68	84.65	25.21	4402.88	0.24	0.5	0.13	0.22	163
13:15:39	4.06	19.98	6.26	125.07	69.11	783.82	26.28	3323.84	0.21	0.51	0.18	0.61	169
13:15:40	4.62	18.09	6.23	112.7	50.99	16.7	27.41	4167.03	0.89	0.25	0.26	0.57	18
13:15:41	1.2	13.91	1.19	16.55	0.85	605.57	27.17	2233.89	0.98	0.25	0.44	0.26	231
13:15:42	4.24	17.31	8.73	151.12	36.46	805.63	29.86	3998.31	0.23	0.42	0.19	0.94	83
13:15:43	1.43	14.54	5.89	85.64	62.41	530.05	29.85	3325.74	0.53	0.95	0.59	0.51	167
13:15:44	1.95	16.45	6.14	101.0	5.09	235.18	30.28	1588.02	0.2	0.57	0.83	0.17	233
13:15:45	1.14	16.18	1.07	17.31	92.13	751.57	27.32	3079.71	0.32	0.53	0.7	0.46	33
13:15:46	3.79	17.1	1.09	18.64	62.29	907.49	25.29	651.1	0.27	0.97	0.86	0.85	40
13:15:47	4.35	19.3	4.04	77.97	31.41	357.52	26.73	924.99	0.52	0.65	0.36	0.54	111
13:15:48	1.64	12.07	4.82	58.18	9.62	432.96	31.8	665.28	0.07	0.4	0.38	0.7	162
13:15:49	4.52	11.78	0.51	6.01	99.54	202.44	30.36	4380.78	0.68	0.14	0.44	0.67	93
13:15:50	2.23	13.78	6.83	94.12	96.06	570.29	31.86	1855.5	0.42	0.39	0.4	0.99	182
13:15:51	2.07	15.04	6.93	104.23	0.41	701.34	29.4	2349.02	0.3	0.95	0.33	0.74	210
13:15:52	4.54	13.91	3.95	54.94	72.06	906.12	26.07	3500.2	0.61	0.88	0.81	0.14	105
13:15:53	4.12	12.09	4.02	48.6	58.1	960.13	25.4	3208.72	0.15	0.29	0.99	0.99	166
13:15:54	0.94	10.2	5.95	60.69	15.49	996.78	26.77	4472.56	0.44	0.81	0.58	0.96	154
13:15:55	4.18	11.43	9.37	107.1	56.83	341.06	26.12	1319.15	0.17	1.0	0.36	0.58	102
13:15:56	3.46	16.93	8.88	150.34	18.19	127.11	29.44	2053.16	0.14	0.7	0.03	0.03	110
13:15:57	3.18	12.54	4.01	50.29	76.94	423.91	26.67	3433.3	0.94	0.24	0.97	0.52	149
